"a","b","c","cor","n","mu.z","mu.x","skew","p.missing","i","Sample","caseIII","corrected","uncorrected","CaseIII"
0.242,0.242,0,0,50,0,5,-100,0.1,251,0.120642513570845,NA,0.210578216636958,0.177222205260299,0.170424788266426
0.242,0.242,0.099,0,50,0,5,-100,0.1,251,-0.229359307367025,NA,-0.223505948392721,-0.153385391279819,-0.200584437787615
0.242,0.242,0.242,0,50,0,5,-100,0.1,251,-0.175510057234925,NA,-0.242148886987776,-0.142683001957514,-0.192339704999389
0.242,0.242,0.371,0,50,0,5,-100,0.1,251,-0.231646628236971,NA,-0.317187735039915,-0.245843175070441,-0.302183862780444
0.242,0.242,0,0.1,50,0,5,-100,0.1,251,0.176053699183183,NA,0.31675943798407,0.357713690421857,0.347065166866803
0.242,0.242,0.099,0.1,50,0,5,-100,0.1,251,0.0963165089074061,NA,0.098525484562018,0.120288428546867,0.109458842246186
0.242,0.242,0.242,0.1,50,0,5,-100,0.1,251,-0.104994555388108,NA,-0.266684986522747,-0.230331321223485,-0.257914589662524
0.242,0.242,0.371,0.1,50,0,5,-100,0.1,251,-0.0777761301259474,NA,-0.274884846376367,-0.173019911432092,-0.217915586073792
0.242,0.242,0,0.3,50,0,5,-100,0.1,251,0.223480709147207,NA,0.28129019266984,0.219753932955225,0.240481332605746
0.242,0.242,0.099,0.3,50,0,5,-100,0.1,251,0.33603937784312,NA,0.322178442997866,0.372850624305065,0.353230092204379
0.242,0.242,0.242,0.3,50,0,5,-100,0.1,251,-0.234682521314352,NA,-0.247972470229315,-0.287334333060143,-0.299661929047099
0.242,0.242,0.371,0.3,50,0,5,-100,0.1,251,0.0519471891723358,NA,-0.151983867823467,-0.0364638613286718,-0.140216063474403
0.242,0.242,0,0.5,50,0,5,-100,0.1,251,0.301396640628551,NA,0.114440401890852,0.133386698825869,0.117209566685221
0.242,0.242,0.099,0.5,50,0,5,-100,0.1,251,0.166156672357583,NA,0.154552967627318,0.172167074492508,0.156677723198589
0.242,0.242,0.242,0.5,50,0,5,-100,0.1,251,0.144451837953408,NA,0.093036507605584,0.112284883220347,0.108147704606534
0.242,0.242,0.371,0.5,50,0,5,-100,0.1,251,-0.107696167195887,NA,-0.149590292564887,-0.164577258719581,-0.153965717509259
0.242,0.242,0,0,200,0,5,-100,0.1,251,0.0145036946687536,NA,-0.0715995728205439,-0.0419300328680172,-0.0765491250061419
0.242,0.242,0.099,0,200,0,5,-100,0.1,251,0.251484251446884,NA,0.279438425475866,0.250141742592527,0.257492266225203
0.242,0.242,0.242,0,200,0,5,-100,0.1,251,-0.0228942374764116,NA,-0.101475847409526,-0.0165157889124524,-0.0870679550305424
0.242,0.242,0.371,0,200,0,5,-100,0.1,251,-0.001826805403813,NA,-0.011783489752444,0.06114840843958,0.00792269973399179
0.242,0.242,0,0.1,200,0,5,-100,0.1,251,0.11358169567306,NA,0.189356959632633,0.214304035372981,0.19422203088157
0.242,0.242,0.099,0.1,200,0,5,-100,0.1,251,0.119401815332089,NA,0.0840924982596186,0.113118125709215,0.0747570545142267
0.242,0.242,0.242,0.1,200,0,5,-100,0.1,251,0.104553092945702,NA,0.024505765738751,0.0586311247770664,0.0207053985216758
0.242,0.242,0.371,0.1,200,0,5,-100,0.1,251,0.0826943553792838,NA,0.224367085370008,0.224992726657245,0.209276518632541
0.242,0.242,0,0.3,200,0,5,-100,0.1,251,0.120740465772486,NA,0.0483252617791342,0.0603601369656554,0.0591814717165083
0.242,0.242,0.099,0.3,200,0,5,-100,0.1,251,0.17756965708554,NA,0.192019255072905,0.194661941851519,0.191646091192431
0.242,0.242,0.242,0.3,200,0,5,-100,0.1,251,0.0256552326271756,NA,-0.0132195993999735,0.0357227118552906,-0.0125511022281733
0.242,0.242,0.371,0.3,200,0,5,-100,0.1,251,-0.0861978933154833,NA,-0.143589852438083,-0.0501354210576627,-0.116775665692759
