"a","b","c","cor","n","mu.z","mu.x","skew","p.missing","i","Sample","caseIII","corrected","uncorrected","CaseIII"
0.242,0,0.242,0,50,500,5,-100,0.1,381,0.198106177380497,NA,0.200430977240589,0.227389446849989,0.23584402587937
0.242,0.099,0.242,0,50,500,5,-100,0.1,381,0.148282879572182,NA,0.239222302797324,0.295261283091348,0.304394136287215
0.242,0.242,0.242,0,50,500,5,-100,0.1,381,0.358727806954557,NA,0.283257189617727,0.342879910467592,0.286490463029674
0.242,0.371,0.242,0,50,500,5,-100,0.1,381,0.331564832081199,NA,0.335607049524509,0.377376170244407,0.330005636464786
0.242,0,0.242,0.1,50,500,5,-100,0.1,381,0.22495877437701,NA,0.189256456655129,0.215692685560991,0.193423901613986
0.242,0.099,0.242,0.1,50,500,5,-100,0.1,381,-0.0402146904690998,NA,0.0169765747915434,-0.0195192497072741,-0.00285623884428614
0.242,0.242,0.242,0.1,50,500,5,-100,0.1,381,0.193948293925429,NA,0.0647011816481524,0.0649675569432016,0.0634071628533184
0.242,0.371,0.242,0.1,50,500,5,-100,0.1,381,-0.140332121896043,NA,0.0296480704463821,0.0492539648722926,0.0256463553996342
0.242,0,0.242,0.3,50,500,5,-100,0.1,381,0.160168059884775,NA,0.196864435507346,0.200188132149033,0.200096500562636
0.242,0.099,0.242,0.3,50,500,5,-100,0.1,381,0.314523136960273,NA,0.36903460920014,0.356784938193075,0.367294088224723
0.242,0.242,0.242,0.3,50,500,5,-100,0.1,381,0.171811895882073,NA,0.2005110681385,0.22041344069271,0.203418698987159
0.242,0.371,0.242,0.3,50,500,5,-100,0.1,381,0.0284394229236701,NA,-0.0831087955907389,0.0732003400667272,-0.0636911014832451
0.242,0,0.242,0.5,50,500,5,-100,0.1,381,0.0642488750712572,NA,0.224067635332455,0.257774130467116,0.260683308330438
0.242,0.099,0.242,0.5,50,500,5,-100,0.1,381,0.0237579511271786,NA,0.265406277735255,0.252934204077038,0.243749676343953
0.242,0.242,0.242,0.5,50,500,5,-100,0.1,381,0.346437858266791,NA,0.307591911559717,0.243723427646976,0.245787064727379
0.242,0.371,0.242,0.5,50,500,5,-100,0.1,381,0.0940465186305319,NA,0.0307705677695657,0.0936605547479252,0.0965530245807466
0.242,0,0.242,0,100,500,5,-100,0.1,381,0.239362762001178,NA,0.284090353090696,0.326076250726733,0.315132717409768
0.242,0.099,0.242,0,100,500,5,-100,0.1,381,0.409507961626085,NA,0.412402610572908,0.407641702919742,0.412153198469068
0.242,0.242,0.242,0,100,500,5,-100,0.1,381,0.0866628378342789,NA,0.0326925300424563,0.0825217974644046,0.0610236274199836
0.242,0.371,0.242,0,100,500,5,-100,0.1,381,0.2142688509297,NA,0.169687401685225,0.206846614561158,0.196862087483866
0.242,0,0.242,0.1,100,500,5,-100,0.1,381,0.280327352978396,NA,0.337211960161503,0.352631697040252,0.363086889287774
0.242,0.099,0.242,0.1,100,500,5,-100,0.1,381,0.195266725879335,NA,0.211956490298136,0.209838359140462,0.217464755171616
0.242,0.242,0.242,0.1,100,500,5,-100,0.1,381,0.0177288649513773,NA,0.0369053976568713,0.121709476019948,0.111985945381212
0.242,0.371,0.242,0.1,100,500,5,-100,0.1,381,-0.0285983337797248,NA,-0.0425699785581406,-0.0398929384962804,-0.0509629562561516
0.242,0,0.242,0.3,100,500,5,-100,0.1,381,0.123996606720475,NA,0.198721205634472,0.188155991484037,0.198194049336069
