"a","b","c","cor","n","mu.z","mu.x","skew","p.missing","i","Sample","caseIII","corrected","uncorrected","CaseIII"
0.242,0.242,0,0,50,0,5,-100,0.1,11,0.258307439954402,NA,0.350444011410351,0.291822835399024,0.273814545257751
0.242,0.242,0.099,0,50,0,5,-100,0.1,11,-0.0348614709608569,NA,-0.104191828996011,-0.0838369303494257,-0.137598253263673
0.242,0.242,0.242,0,50,0,5,-100,0.1,11,0.203543993672543,NA,0.141805242857368,0.21964784845857,0.15732305116261
0.242,0.242,0.371,0,50,0,5,-100,0.1,11,0.0688459351281268,NA,0.0437632614568605,0.0856256310329797,0.0607872642088968
0.242,0.242,0,0.1,50,0,5,-100,0.1,11,0.043348408786606,NA,0.0468734308984091,0.0379503966120118,0.0538537013919445
0.242,0.242,0.099,0.1,50,0,5,-100,0.1,11,0.267546290685481,NA,0.245474444655996,0.26231351468008,0.233867529064483
0.242,0.242,0.242,0.1,50,0,5,-100,0.1,11,0.133467443663935,NA,-0.0422808116586027,0.0953374582552655,0.0422401619542227
0.242,0.242,0.371,0.1,50,0,5,-100,0.1,11,0.110829837757329,NA,0.131918700382401,0.216309261366427,0.147599345791282
0.242,0.242,0,0.3,50,0,5,-100,0.1,11,0.0559967776978602,NA,0.040894762159004,0.0542665052951451,0.0288125145020291
0.242,0.242,0.099,0.3,50,0,5,-100,0.1,11,0.104716885570497,NA,0.153337560774167,0.181821755055618,0.168265605024571
0.242,0.242,0.242,0.3,50,0,5,-100,0.1,11,0.29970311255898,NA,0.449732073169956,0.42463570834755,0.423150496502094
0.242,0.242,0.371,0.3,50,0,5,-100,0.1,11,0.0518573790808657,NA,-0.035892068791721,-0.0255966537754709,-0.0405656550202391
0.242,0.242,0,0.5,50,0,5,-100,0.1,11,0.0392987886896033,NA,-0.279471894686551,-0.200478182505993,-0.231141684095906
0.242,0.242,0.099,0.5,50,0,5,-100,0.1,11,0.284242466878463,NA,0.275012619893673,0.319402638698024,0.284446375776375
0.242,0.242,0.242,0.5,50,0,5,-100,0.1,11,0.253128950491246,NA,0.179661641331819,0.211163289162091,0.205325453477451
0.242,0.242,0.371,0.5,50,0,5,-100,0.1,11,0.357342103809554,NA,0.355887035877613,0.343516807565903,0.345407225864528
0.242,0.242,0,0,200,0,5,-100,0.1,11,0.15462532489015,NA,0.166877290778822,0.156799708472852,0.152599800683
0.242,0.242,0.099,0,200,0,5,-100,0.1,11,0.0202049298278704,NA,0.0256696968046046,0.0595551855028161,0.0254275683799153
0.242,0.242,0.242,0,200,0,5,-100,0.1,11,-0.0868520109760098,NA,-0.10994206655963,-0.0367495803527346,-0.0959571888775908
0.242,0.242,0.371,0,200,0,5,-100,0.1,11,0.00641178908697537,NA,-0.00236105341613508,0.0433153950425148,-0.00184856790222477
0.242,0.242,0,0.1,200,0,5,-100,0.1,11,0.0814859734007837,NA,0.115678359344646,0.148656865132711,0.118412122190909
0.242,0.242,0.099,0.1,200,0,5,-100,0.1,11,0.12894145942935,NA,0.0839908085940597,0.084492522948545,0.0546080729805928
0.242,0.242,0.242,0.1,200,0,5,-100,0.1,11,-0.0236128585811806,NA,-0.0768937586268791,-0.0364337577786602,-0.102059838159933
0.242,0.242,0.371,0.1,200,0,5,-100,0.1,11,0.0339751829016861,NA,0.0129883162791665,0.0624920441140256,0.0126289249197973
0.242,0.242,0,0.3,200,0,5,-100,0.1,11,0.267344988479484,NA,0.237257397957458,0.249127535422507,0.240570115156512
0.242,0.242,0.099,0.3,200,0,5,-100,0.1,11,0.250050081339441,NA,0.214015525511213,0.259395024892298,0.232464290301882
