"a","b","c","cor","n","mu.z","mu.x","skew","p.missing","i","Sample","caseIII","corrected","uncorrected","CaseIII"
0.242,0.242,0,0,50,0,5,-100,0.1,491,0.0311430171151438,NA,0.076097263668038,0.175466076485921,0.163291339352904
0.242,0.242,0.099,0,50,0,5,-100,0.1,491,-0.376212643228864,NA,-0.383839521169869,-0.312456084836173,-0.357757813512163
0.242,0.242,0.242,0,50,0,5,-100,0.1,491,-0.0970927539676004,NA,-0.198680450458107,-0.180962583795607,-0.218784447928764
0.242,0.242,0.371,0,50,0,5,-100,0.1,491,-0.0517305472782215,NA,-0.165251493734124,-0.0522576894676066,-0.134292840954757
0.242,0.242,0,0.1,50,0,5,-100,0.1,491,0.0998463644948148,NA,0.103343842539329,0.112151329877646,0.102078864503711
0.242,0.242,0.099,0.1,50,0,5,-100,0.1,491,0.182551900257653,NA,0.217135173760477,0.222827327779612,0.206894324045679
0.242,0.242,0.242,0.1,50,0,5,-100,0.1,491,0.16088805409567,NA,0.285582340084965,0.285758580576912,0.274781507670699
0.242,0.242,0.371,0.1,50,0,5,-100,0.1,491,-0.182558862814288,NA,-0.317449573628191,-0.258868532550601,-0.330296618084708
0.242,0.242,0,0.3,50,0,5,-100,0.1,491,0.32441850542712,NA,0.0512510259619313,0.162339347823322,0.146095916994263
0.242,0.242,0.099,0.3,50,0,5,-100,0.1,491,-0.14380554785067,NA,-0.17279998330468,-0.159050582290787,-0.163807520972467
0.242,0.242,0.242,0.3,50,0,5,-100,0.1,491,0.253864741951017,NA,0.0850277247477795,0.125566596615972,0.100936296190933
0.242,0.242,0.371,0.3,50,0,5,-100,0.1,491,0.30522977264459,NA,0.285750966313073,0.25061656270654,0.227467014253475
0.242,0.242,0,0.5,50,0,5,-100,0.1,491,0.21325552532391,NA,0.120438866450445,0.123941946341079,0.110867296994565
0.242,0.242,0.099,0.5,50,0,5,-100,0.1,491,0.037808488978816,NA,0.0911646993021229,0.075645027402716,0.0527217585916558
0.242,0.242,0.242,0.5,50,0,5,-100,0.1,491,0.241473538500988,NA,0.195876072231014,0.167741404155465,0.149744520949209
0.242,0.242,0.371,0.5,50,0,5,-100,0.1,491,0.332268399865445,NA,0.384694608074522,0.198935174354053,0.197816302485578
0.242,0.242,0,0,200,0,5,-100,0.1,491,0.0930212625709336,NA,0.104708622128101,0.111430444262043,0.101553620652103
0.242,0.242,0.099,0,200,0,5,-100,0.1,491,0.0194946499716022,NA,-0.0276954377705422,0.019697289212772,-0.0214597555027487
0.242,0.242,0.242,0,200,0,5,-100,0.1,491,-0.06235627917601,NA,-0.046064120671859,0.00514871538053215,-0.0391821407936382
0.242,0.242,0.371,0,200,0,5,-100,0.1,491,-0.084092340312488,NA,-0.2063762782595,-0.0677694893140345,-0.128804396719914
0.242,0.242,0,0.1,200,0,5,-100,0.1,491,0.102618856718866,NA,0.182997157602802,0.205132587138214,0.182857014755776
0.242,0.242,0.099,0.1,200,0,5,-100,0.1,491,0.133306901123458,NA,0.120256656409255,0.118426059739447,0.108569122657284
0.242,0.242,0.242,0.1,200,0,5,-100,0.1,491,0.14606270896624,NA,0.156351580189079,0.188276691595378,0.171180300190743
0.242,0.242,0.371,0.1,200,0,5,-100,0.1,491,-0.0470482674335745,NA,-0.0285361532263443,0.00608240746554286,-0.0394949644444887
0.242,0.242,0,0.3,200,0,5,-100,0.1,491,0.166401471337223,NA,0.10324644841816,0.107198551512314,0.100081064426763
0.242,0.242,0.099,0.3,200,0,5,-100,0.1,491,0.11948215605605,NA,0.141788671842751,0.149589191901268,0.128890326568805
0.242,0.242,0.242,0.3,200,0,5,-100,0.1,491,0.126598210598357,NA,0.031768195281047,0.0860590406488286,0.0383859795169853
0.242,0.242,0.371,0.3,200,0,5,-100,0.1,491,0.0702777209867419,NA,0.0422584348279525,0.0663505296701513,0.0357716664390196
0.242,0.242,0,0.5,200,0,5,-100,0.1,491,0.320858701193982,NA,0.189430808243063,0.182516694060819,0.189724504160028
0.242,0.242,0.099,0.5,200,0,5,-100,0.1,491,0.232805987722884,NA,0.225431287647505,0.227617110431135,0.224359005494033
0.242,0.242,0.242,0.5,200,0,5,-100,0.1,491,0.331182800477591,NA,0.269141601054657,0.280564455481195,0.263460613209853
0.242,0.242,0.371,0.5,200,0,5,-100,0.1,491,0.134614489794627,NA,0.0305727447244586,0.0562019114922609,0.0298565630759071
0.242,0.242,0,0,500,0,5,-100,0.1,491,0.14404747927787,NA,0.122938604027549,0.138571452881773,0.121362182157284
0.242,0.242,0.099,0,500,0,5,-100,0.1,491,0.102864011528237,NA,0.0911455021726174,0.13046090621849,0.0974662520200358
0.242,0.242,0.242,0,500,0,5,-100,0.1,491,-0.00735520783679953,NA,-0.0188341427738387,0.0378293330845885,-0.0182539031443977
0.242,0.242,0.371,0,500,0,5,-100,0.1,491,-0.056357078925249,NA,-0.159302053604666,-0.0443087713061016,-0.122723373924324
0.242,0.242,0,0.1,500,0,5,-100,0.1,491,0.0577712357152289,NA,0.0049187610650039,0.0269982834411965,0.0127575659283414
0.242,0.242,0.099,0.1,500,0,5,-100,0.1,491,0.0278462743738592,NA,0.0377962319084448,0.0645558853112069,0.0351162577932337
0.242,0.242,0.242,0.1,500,0,5,-100,0.1,491,0.00859269807840522,NA,0.000631464348033754,0.0396058911617117,-0.00931026315101353
0.242,0.242,0.371,0.1,500,0,5,-100,0.1,491,-0.00284697520920336,NA,-0.0175888268939882,0.022873738626858,-0.0171833867381467
0.242,0.242,0,0.3,500,0,5,-100,0.1,491,0.156266691053815,NA,0.140101537507282,0.1607968238596,0.145336133840579
0.242,0.242,0.099,0.3,500,0,5,-100,0.1,491,0.0877831144556484,NA,0.048998949159569,0.0830972660602775,0.0551661835159518
0.242,0.242,0.242,0.3,500,0,5,-100,0.1,491,0.10804180618511,NA,0.0729717682685356,0.0981619221450582,0.0699464870698732
0.242,0.242,0.371,0.3,500,0,5,-100,0.1,491,0.0782348578669915,NA,0.0471896765959796,0.0786640769829657,0.0476231100383358
0.242,0.242,0,0.5,500,0,5,-100,0.1,491,0.212562531738089,NA,0.142097600658911,0.148074235590519,0.141955698750457
0.242,0.242,0.099,0.5,500,0,5,-100,0.1,491,0.215231466543516,NA,0.131461633779295,0.15506110496801,0.130725788566527
0.242,0.242,0.242,0.5,500,0,5,-100,0.1,491,0.293590670036673,NA,0.241802279427323,0.253220153264603,0.241977120030575
0.242,0.242,0.371,0.5,500,0,5,-100,0.1,491,0.116308474484625,NA,0.0907179854573728,0.118399586032557,0.0911786155408525
0.242,0.242,0,0,50,50,5,-100,0.1,491,0.204695232421046,NA,0.18140630346421,0.193915540961966,0.177451433238366
0.242,0.242,0.099,0,50,50,5,-100,0.1,491,0.186129270416113,NA,0.15576850526215,0.178588547892392,0.174679812493744
0.242,0.242,0.242,0,50,50,5,-100,0.1,491,0.41807909557072,NA,0.403634019350286,0.425960577752924,0.408155974069387
0.242,0.242,0.371,0,50,50,5,-100,0.1,491,0.352111482020505,NA,0.370820452670752,0.337312405860774,0.361953122417301
0.242,0.242,0,0.1,50,50,5,-100,0.1,491,-0.0608299257476881,NA,-0.187143708369899,-0.152529695332723,-0.208289175960174
0.242,0.242,0.099,0.1,50,50,5,-100,0.1,491,0.167702716049371,NA,0.17033078962721,0.183317969273928,0.16984647125076
0.242,0.242,0.242,0.1,50,50,5,-100,0.1,491,0.580583835674867,NA,0.534671706711868,0.478829270116532,0.488125523394674
0.242,0.242,0.371,0.1,50,50,5,-100,0.1,491,0.502281875502819,NA,0.510737657030404,0.507523219749384,0.513548677994328
0.242,0.242,0,0.3,50,50,5,-100,0.1,491,0.179988981619501,NA,0.231532235779327,0.205815538638191,0.216560777053052
0.242,0.242,0.099,0.3,50,50,5,-100,0.1,491,0.289627183818063,NA,0.108588421355956,0.173567662875236,0.110463404081432
0.242,0.242,0.242,0.3,50,50,5,-100,0.1,491,0.357641422964974,NA,0.400282673546696,0.355476204501993,0.283487124417605
0.242,0.242,0.371,0.3,50,50,5,-100,0.1,491,0.404845250468862,NA,0.448481000904491,0.472528041195021,0.452865024093721
0.242,0.242,0,0.5,50,50,5,-100,0.1,491,0.311794379984738,NA,0.234394125167175,0.243494712882653,0.242556880590219
0.242,0.242,0.099,0.5,50,50,5,-100,0.1,491,-0.0748600133591892,NA,0.0636332686805728,0.0458388013412808,0.0454585466980159
0.242,0.242,0.242,0.5,50,50,5,-100,0.1,491,0.174478897623072,NA,0.172196437396898,0.234491995467419,0.230496021671762
0.242,0.242,0.371,0.5,50,50,5,-100,0.1,491,0.50916579475189,NA,0.405931772401564,0.403991155069935,0.406555738080015
0.242,0.242,0,0,200,50,5,-100,0.1,491,0.0166878429750828,NA,0.0418435998219594,0.0422021742134007,0.0260496033210973
0.242,0.242,0.099,0,200,50,5,-100,0.1,491,0.186586336228494,NA,0.173297714638576,0.211112075806202,0.207547873527842
0.242,0.242,0.242,0,200,50,5,-100,0.1,491,0.252055796306116,NA,0.317620527137765,0.313296631671421,0.310722238798806
0.242,0.242,0.371,0,200,50,5,-100,0.1,491,0.36389726806184,NA,0.348946241192401,0.376285637302336,0.356110101673251
0.242,0.242,0,0.1,200,50,5,-100,0.1,491,0.216940400397239,NA,0.215207544293923,0.240435885271803,0.215220301966818
0.242,0.242,0.099,0.1,200,50,5,-100,0.1,491,0.175742492274249,NA,0.122255210061808,0.101227692049756,0.0813104909172607
0.242,0.242,0.242,0.1,200,50,5,-100,0.1,491,0.389868157644874,NA,0.368598456568471,0.335887625164417,0.325948258694825
0.242,0.242,0.371,0.1,200,50,5,-100,0.1,491,0.425626579821219,NA,0.450413496628556,0.44888181404941,0.446580569045483
0.242,0.242,0,0.3,200,50,5,-100,0.1,491,0.239401041866021,NA,0.279700690913251,0.272551930324213,0.275755875008075
0.242,0.242,0.099,0.3,200,50,5,-100,0.1,491,0.223480340701067,NA,0.281482130196077,0.277248983043374,0.264477592974402
0.242,0.242,0.242,0.3,200,50,5,-100,0.1,491,0.386205493622088,NA,0.340007907723168,0.346979972680684,0.338677853504012
0.242,0.242,0.371,0.3,200,50,5,-100,0.1,491,0.529339729563623,NA,0.49655795129862,0.512651196237051,0.498843927521425
0.242,0.242,0,0.5,200,50,5,-100,0.1,491,0.206595739680745,NA,0.2428769360952,0.245504668364875,0.243923406449775
0.242,0.242,0.099,0.5,200,50,5,-100,0.1,491,0.273192079412374,NA,0.197273056049155,0.205799635437256,0.198802318486455
0.242,0.242,0.242,0.5,200,50,5,-100,0.1,491,0.332803333174353,NA,0.28165735660516,0.298243907091559,0.281790962203358
0.242,0.242,0.371,0.5,200,50,5,-100,0.1,491,0.445906867828892,NA,0.44059786784783,0.447423221713844,0.44308074886773
0.242,0.242,0,0,500,50,5,-100,0.1,491,0.147190582324149,NA,0.139670205880317,0.168824074592598,0.155481873335754
0.242,0.242,0.099,0,500,50,5,-100,0.1,491,0.196790799113851,NA,0.169540049788066,0.203379208254107,0.164130564481215
0.242,0.242,0.242,0,500,50,5,-100,0.1,491,0.317137306973073,NA,0.27327228560937,0.2708364115103,0.255991645844642
0.242,0.242,0.371,0,500,50,5,-100,0.1,491,0.41421782002225,NA,0.425977006520686,0.429346507263742,0.420203512484808
0.242,0.242,0,0.1,500,50,5,-100,0.1,491,0.139134682368509,NA,0.132432929271556,0.160273854707469,0.136477094117265
0.242,0.242,0.099,0.1,500,50,5,-100,0.1,491,0.202842564395918,NA,0.1658247953748,0.175068293421797,0.163726697006998
0.242,0.242,0.242,0.1,500,50,5,-100,0.1,491,0.305358432991279,NA,0.323817635683526,0.335363124139604,0.317278673831384
0.242,0.242,0.371,0.1,500,50,5,-100,0.1,491,0.434262445868432,NA,0.424249423160644,0.444064998863866,0.4227778758268
0.242,0.242,0,0.3,500,50,5,-100,0.1,491,0.216288187357405,NA,0.189943475409444,0.218114530864136,0.196285571789492
0.242,0.242,0.099,0.3,500,50,5,-100,0.1,491,0.266897721333969,NA,0.265024477514276,0.29760211288411,0.272832333945756
0.242,0.242,0.242,0.3,500,50,5,-100,0.1,491,0.330965702993855,NA,0.321653230395846,0.327245400386803,0.322290290241228
0.242,0.242,0.371,0.3,500,50,5,-100,0.1,491,0.390714939592073,NA,0.324369510000639,0.332352800204222,0.323385653553639
0.242,0.242,0,0.5,500,50,5,-100,0.1,491,0.259085534694618,NA,0.24151664932786,0.250762040068284,0.242766088152912
0.242,0.242,0.099,0.5,500,50,5,-100,0.1,491,0.311328903763473,NA,0.290078652639341,0.296776415347656,0.290061376862116
0.242,0.242,0.242,0.5,500,50,5,-100,0.1,491,0.326715872003362,NA,0.310487228661071,0.318862003314444,0.310819809783278
0.242,0.242,0.371,0.5,500,50,5,-100,0.1,491,0.502854095494372,NA,0.43570346122301,0.449750417255747,0.436724846163728
0.242,0.242,0,0,50,100,5,-100,0.1,491,0.119642337397649,NA,0.172827382949669,0.207942432161681,0.219284341928677
0.242,0.242,0.099,0,50,100,5,-100,0.1,491,0.11495144836843,NA,0.0793362688248394,0.0919804022515608,0.0695944537374218
0.242,0.242,0.242,0,50,100,5,-100,0.1,491,0.361770388712885,NA,0.360137827640661,0.386222717742467,0.389665737292778
0.242,0.242,0.371,0,50,100,5,-100,0.1,491,0.411707054412799,NA,0.379362664962581,0.413930449234817,0.422195756649472
0.242,0.242,0,0.1,50,100,5,-100,0.1,491,0.147721157742663,NA,0.0577762215232222,0.0590938261543003,0.0710780682484675
0.242,0.242,0.099,0.1,50,100,5,-100,0.1,491,0.39852827824726,NA,0.305150916379671,0.336070865369804,0.307098485801104
0.242,0.242,0.242,0.1,50,100,5,-100,0.1,491,0.298068230460545,NA,0.153800973702828,0.198118227784336,0.190767705239771
0.242,0.242,0.371,0.1,50,100,5,-100,0.1,491,0.334545110402824,NA,0.226714326952046,0.338623954164821,0.242405556156919
0.242,0.242,0,0.3,50,100,5,-100,0.1,491,0.11450729433363,NA,0.0741056732451515,0.103867886483473,0.0767052667518906
0.242,0.242,0.099,0.3,50,100,5,-100,0.1,491,0.364465004609121,NA,0.270102859794724,0.325873877106708,0.290769731229553
0.242,0.242,0.242,0.3,50,100,5,-100,0.1,491,0.432057960545936,NA,0.358235829953911,0.427054292095579,0.387337698550909
0.242,0.242,0.371,0.3,50,100,5,-100,0.1,491,0.59757615255661,NA,0.596723289784918,0.633018337672871,0.613384193718899
0.242,0.242,0,0.5,50,100,5,-100,0.1,491,0.0877854666862451,NA,0.0925570991319091,0.100298366344372,0.105117483439492
0.242,0.242,0.099,0.5,50,100,5,-100,0.1,491,0.473611295365341,NA,0.456355199641424,0.362605648674615,0.373088472945727
0.242,0.242,0.242,0.5,50,100,5,-100,0.1,491,0.220089091236956,NA,0.206383556343606,0.186078859331813,0.188917581944955
0.242,0.242,0.371,0.5,50,100,5,-100,0.1,491,0.605695820032692,NA,0.639605458623827,0.644453500882132,0.62927801860584
0.242,0.242,0,0,200,100,5,-100,0.1,491,0.218063674913723,NA,0.216700358638793,0.221948006181564,0.217007756382061
0.242,0.242,0.099,0,200,100,5,-100,0.1,491,0.298721039900684,NA,0.281759822806869,0.324667242810415,0.325401643509283
0.242,0.242,0.242,0,200,100,5,-100,0.1,491,0.296356448173029,NA,0.221610117287097,0.271208591296179,0.232389431996093
0.242,0.242,0.371,0,200,100,5,-100,0.1,491,0.459920433043905,NA,0.468788601917763,0.486236089717322,0.492440313307932
0.242,0.242,0,0.1,200,100,5,-100,0.1,491,0.116460859492912,NA,0.10135138341442,0.150024142858618,0.101533132498426
0.242,0.242,0.099,0.1,200,100,5,-100,0.1,491,0.230737190957448,NA,0.183082019983021,0.210451650279071,0.185281469066096
0.242,0.242,0.242,0.1,200,100,5,-100,0.1,491,0.43050795520647,NA,0.380997238415457,0.396937794933521,0.379263679304843
