"a","b","c","cor","n","mu.z","mu.x","skew","p.missing","i","Sample","caseIII","corrected","uncorrected","CaseIII"
0.242,0.242,0,0,50,0,5,-100,0.1,181,0.0561998828323923,NA,-0.00664295123334727,-0.00703912459842943,-0.0376956585751212
0.242,0.242,0.099,0,50,0,5,-100,0.1,181,0.223103360970472,NA,0.266762195079054,0.262196538411993,0.243606204848221
0.242,0.242,0.242,0,50,0,5,-100,0.1,181,-0.0336485058094924,NA,0.133892517640003,0.131670409573847,0.106064508501702
0.242,0.242,0.371,0,50,0,5,-100,0.1,181,-0.228792822806169,NA,-0.219795559550569,-0.163186716177869,-0.197759569604996
0.242,0.242,0,0.1,50,0,5,-100,0.1,181,0.158373305499691,NA,-0.0278383737672706,0.0964269964534829,0.0407403129530077
0.242,0.242,0.099,0.1,50,0,5,-100,0.1,181,-0.114557487673534,NA,-0.103454199560819,-0.0772568275506674,-0.100476452428919
0.242,0.242,0.242,0.1,50,0,5,-100,0.1,181,0.245245923381695,NA,0.357659301189087,0.334802750953172,0.310189730362274
0.242,0.242,0.371,0.1,50,0,5,-100,0.1,181,-0.0179736564065591,NA,-0.0344363754973589,-0.00895158964148195,-0.0334528416840084
0.242,0.242,0,0.3,50,0,5,-100,0.1,181,0.251019488556566,NA,0.248215367289899,0.256023945724772,0.253398260872111
0.242,0.242,0.099,0.3,50,0,5,-100,0.1,181,-0.177489107716339,NA,-0.0997101007365795,-0.0923263894977462,-0.0965982452454899
0.242,0.242,0.242,0.3,50,0,5,-100,0.1,181,0.166697270741283,NA,0.241175151274184,0.171897056364347,0.154833780564917
0.242,0.242,0.371,0.3,50,0,5,-100,0.1,181,0.111554527683062,NA,0.214688868869746,0.267564405612859,0.202773221191971
0.242,0.242,0,0.5,50,0,5,-100,0.1,181,0.131973470701221,NA,0.194340861602566,0.16347911033837,0.163023948206372
0.242,0.242,0.099,0.5,50,0,5,-100,0.1,181,0.219687227905852,NA,0.258714761243983,0.250041128672431,0.250844776545273
0.242,0.242,0.242,0.5,50,0,5,-100,0.1,181,0.193433516194131,NA,0.0901631661752357,0.0948938731457367,0.0766614094171594
0.242,0.242,0.371,0.5,50,0,5,-100,0.1,181,0.0883613422281938,NA,0.0714952833505396,0.0903586511955472,0.0699341728969577
0.242,0.242,0,0,200,0,5,-100,0.1,181,0.166241253152936,NA,0.0701014704156609,0.0733233311120914,0.0448596660663293
0.242,0.242,0.099,0,200,0,5,-100,0.1,181,-0.0142754662901473,NA,-0.0107315223339874,0.0776293165270495,0.0466674054380226
0.242,0.242,0.242,0,200,0,5,-100,0.1,181,-0.0385176428903785,NA,-0.145014820853353,-0.076489886747393,-0.159954054479043
0.242,0.242,0.371,0,200,0,5,-100,0.1,181,0.0200312289328462,NA,0.0235020020084647,0.0754604658102284,0.0267243711092496
0.242,0.242,0,0.1,200,0,5,-100,0.1,181,0.106684005396987,NA,0.0827735213201246,0.096552712267619,0.0578082448446513
0.242,0.242,0.099,0.1,200,0,5,-100,0.1,181,0.121094900817419,NA,0.0742533151972152,0.104155728688986,0.066778935869904
0.242,0.242,0.242,0.1,200,0,5,-100,0.1,181,-0.00152149254618871,NA,-0.0121045852627807,0.0384009044442965,-0.0143994870784499
0.242,0.242,0.371,0.1,200,0,5,-100,0.1,181,-0.0737827582767499,NA,-0.0994575200993152,-0.06047099625142,-0.102168696327194
0.242,0.242,0,0.3,200,0,5,-100,0.1,181,0.183360198130122,NA,0.146029361555728,0.173856890369655,0.160118051433591
0.242,0.242,0.099,0.3,200,0,5,-100,0.1,181,0.0757422070633769,NA,0.0492344137987484,0.0713872948323813,0.0388075217627217
0.242,0.242,0.242,0.3,200,0,5,-100,0.1,181,0.192038441843061,NA,0.136372559548351,0.175809663031631,0.137745321125995
0.242,0.242,0.371,0.3,200,0,5,-100,0.1,181,0.0405771846666079,NA,0.000539542114398574,0.0622669978517048,0.000584612117842148
0.242,0.242,0,0.5,200,0,5,-100,0.1,181,0.301724608641428,NA,0.255705431642123,0.275102261855104,0.272927574341981
0.242,0.242,0.099,0.5,200,0,5,-100,0.1,181,0.255040570676906,NA,0.205035339333399,0.211377074893956,0.201007588433352
0.242,0.242,0.242,0.5,200,0,5,-100,0.1,181,0.111212138362451,NA,0.0580532234648193,0.0958533182369245,0.086288123113994
0.242,0.242,0.371,0.5,200,0,5,-100,0.1,181,0.0577568405812542,NA,-0.00389997544875703,0.0249310946947306,-0.00208362706112967
0.242,0.242,0,0,500,0,5,-100,0.1,181,0.0961832447856853,NA,0.0847839689821243,0.0930570776596152,0.0847903588370943
